review_title,review_text,rating,review_date,reviewer_name,product_id,product_name,WSID,Store name
Everything More than I Expected,"This is my 2nd time I have ordered the NDT from them and the experience is as great as the first time. Everything is just perfect, the product, the time it took to get it, the delivery updates to let you know where it is, the timely delivery, and the quality and careful packaging. The product also delivers as advertised. All together a perfect 5 Stars. I will continue to order from them as long as I need the product. Thank you over there.",5,2023-04-02T02:27:46.000Z,Regina Griffin,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Ok Product,I am sure it is a great product for some but not for me. Sensitive stomach,4,2023-03-30T00:08:42.000Z,Jack Timmermans,10123,Cascara Sagrada,1eqwkmhcf9qec,lifegivingstore
Delivered after much delay,My order was made but confirmation was not delivered for along time; with concern I sent an email which was immediately responded to. The next day I was told my order was shipped but did not received it for over two weeks. Thank you for the product but I could not give an A or B for service. I worried if your company was real.,3,2023-03-29T12:58:40.000Z,Richard Browne,10234,Grass Fed Beef Prostate,1eqwkmhcf9qec,lifegivingstore
5 star product,I am on my second bottle and I can tell there is a slight improvement in my nightly urination. For me it will take time and I am hoping it will help me in a long run where I can get off the meds all together.,5,2023-03-25T20:33:58.000Z,Jack Timmermans,10234,Grass Fed Beef Prostate,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Bull Testicle Supplement - Orchidic,5,2023-03-24T16:07:32.000Z,John Kuisle,10230,Grass Fed Beef Bull Testicle Supplement - Orchidic,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,5,2023-03-22T00:34:13.000Z,Jeanene Van Every,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Pure,This vitamin C does not hurt my stomach and I feel great after I take it. Excellent ,5,2023-03-20T13:06:04.000Z,Jack Timmermans,10142,Vitamin C Powder- Quali-C by DSM,1eqwkmhcf9qec,lifegivingstore
Definitely helps brain fog,"I decided to try this product because I'm eating a nose to tail diet and also have some menopausal brain hot flashes, which I know is caused by the hypothalamus malfunctioning.  This product definitely helped more than my hot flashes.  It helped clear my brain fog!  I will be buying more for sure!",5,2023-03-18T10:11:08.000Z,Kate L.,10250,Grass Fed Beef Brain,1eqwkmhcf9qec,lifegivingstore
,"These are the BEST EVER!!!  So tasty and crunchy, the flavor is so intense, no comparison to grocery store chips.  Will certainly buy again.",5,2023-03-18T01:50:07.000Z,Sharon Bohuslav,31858,masa tortilla chips,1eqwkmhcf9qec,lifegivingstore
Easy to Use,"The thyroid powder is completely tasteless, so it’s easy to take.",5,2023-03-16T13:04:43.000Z,Kimberly Delattre,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
,NanoSoma has helped my lymphatic system & gave my daughter relief from mentral discomfort. We have only been taking it for a month & are looking forward to more improvements in our bodies.,4,2023-03-15T21:47:09.000Z,Tracy Weddle,18421,Nano Soma,1eqwkmhcf9qec,lifegivingstore
First bottle,Just finished the first bottle. There is some improvement especially at night trips.,5,2023-03-15T00:07:15.000Z,Jack Timmermans,10320,.15 CC Scoop,1eqwkmhcf9qec,lifegivingstore
Highest quality,I could tell immediately the Bull Testicle Supplement was fresh and high quality. That's a unique experience. Thanks to LGS for such a wholesome supplement.,5,2023-03-13T20:59:19.000Z,Marc Thomas,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
,Prompt delivery. Good product,5,2023-03-13T20:26:28.000Z,Edward Bayan,25216,grass fed lactoferrin,1eqwkmhcf9qec,lifegivingstore
Giving me the youth I should have,"This has really been helping me turn over cholesterol into steroid hormones and generally give me energy and raise my basal temperature. Absolute lifesaver, I could cry. I haven't felt like this for years. Friends commenting that I look healthier and am in a very good mood. I am 26 and have had awful SIBO and hypothyroid issues for years, since I was about 19. Lots of headway to make but this is a terrific start on top of many other prometabolic things I've been doing the last two years.",5,2023-03-13T17:49:51.000Z,Daniel Ledda,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Works great,I have taken the bile for a few weeks now and notice a very big difference when taking them.,5,2023-03-10T00:06:23.000Z,Kim,16524,Grass Fed Gallbladder &amp; Ox Bile,1eqwkmhcf9qec,lifegivingstore
,Good alternative for hypothyroidis,4,2023-03-08T14:19:55.000Z,Joe Osborne,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
It works!,"I only use 1/2 the tiny included scoop as needed, but it works!  Thank you!",5,2023-03-08T03:18:38.000Z,DD,10123,cascara sagrada,1eqwkmhcf9qec,lifegivingstore
Definitely 5 Stars,"Everything was great. Time of arrival, updates on package in transit, and the merchandise itself. The Bovine NDT works as hoped for. I will purchase this product again from this company. Thank you for a great customer service.",5,2023-03-03T01:52:16.000Z,Regina Griffin,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
,Magnesium Hydroxide Powder - USP Grade,5,2023-03-03T01:30:00.000Z,Brendan Gray,10215,magnesium hydroxide powder usp grade,1eqwkmhcf9qec,lifegivingstore
Great product!,This is an effective product at a reasonable price!  I can definitely feel the increase in muscle hardness & libido!,5,2023-03-02T06:51:24.000Z,lawrence ,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Finally. .,"Finally, someone is making a tortilla chip from non GMO corn. They are so corny and delicious!",5,2023-03-01T02:49:32.000Z,Becky Whitaker,31858,masa tortilla chips,1eqwkmhcf9qec,lifegivingstore
Very potent,I started taking this beef thyroid about a month ago. My bloodwork came back with my thyroid level in a very good place! I will continue with this beef thyroid. Thank you!,5,2023-03-01T01:13:24.000Z,Wendy and Tom Savino,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Bull Testicle Supplement - Orchidic,5,2023-02-26T00:53:23.000Z,Rowen Vaivars,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Works well,The cánula setup works well with the hydrogen water machine,5,2023-02-25T02:04:21.000Z,Shawna Cheney,10278,nasal cannula with adapter,1eqwkmhcf9qec,lifegivingstore
Magnesium hydroxide,Works well,5,2023-02-25T02:03:13.000Z,Shawna Cheney,10215,magnesium hydroxide powder usp grade,1eqwkmhcf9qec,lifegivingstore
Works great,The citric acid cleaner effectively cleans my hydrogen water machine,5,2023-02-25T02:02:21.000Z,Shawna Cheney,10276,citric acid cleaner p147399699,1eqwkmhcf9qec,lifegivingstore
,Works very well,5,2023-02-25T01:37:43.000Z,BARRY Blanton,10215,magnesium hydroxide powder usp grade,1eqwkmhcf9qec,lifegivingstore
Great product. Great service too.,Feel generally better. I take with food most days.,5,2023-02-21T18:22:49.000Z,Martin Ohlson,10246,grass fed beef heart,1eqwkmhcf9qec,lifegivingstore
Keeps the illness away,Love it!,5,2023-02-17T00:34:25.000Z,laura Salveson,18421,nano soma,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,5,2023-02-16T02:16:18.000Z,Carol Carlini,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Combine with bull testicles,"I combine the bull prostate with bull testicles for a great combination that provides for strong urine flow, mental clarity and calmness and very strong, long-lasting erections. After trial and error and meticulous research, I take 2 to 4 capsules per day with double those dosages of bull testicles for 5 days, then take 2 days off. This cycle works best for me. Your cycle may be different.",5,2023-02-13T05:02:39.000Z,AB,10234,grass fed beef prostate glandular,1eqwkmhcf9qec,lifegivingstore
Great product,This product delivers! This is exactly why natural products surpass big pharma . No side effects just pure energy and a feeling of homeostasis,5,2023-02-09T14:50:50.000Z,lisa cataro,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Great Product,I forgot to take this product one day and I felt the difference. I will continue to take it,5,2023-02-08T17:59:31.000Z,Yolonda Johnson,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
My Samson,"Vet recommended for furbaby. He is doing  Biome study, so I don't know yet if this works for him.",5,2023-02-08T00:49:02.000Z,Rita Owen,10254,grass fed beef pancreas,1eqwkmhcf9qec,lifegivingstore
Fantastic,I take 5 a day and can really see changes in my energy,5,2023-02-07T01:29:00.000Z,Justin Blais,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
,Metasomer Topical Gel,5,2023-02-02T00:57:04.000Z,Jim Love,20402,metasomer topical gel,1eqwkmhcf9qec,lifegivingstore
Perfect size.,"We are very happy with the light
This does not emit red light, and only emits near infrared so makes it perfect when working in the office and not bothering any neighbours!",5,2023-01-31T14:30:30.000Z,Ornella Burns,10179,infrared handheld device 830nm lgs10,1eqwkmhcf9qec,lifegivingstore
Favorite thyroid supplement,This product along with my medication makes a world of difference for me in a positive way. I was cold and tired before this. Thank you!,5,2023-01-31T00:49:58.000Z,Noreen Kuhn,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Zinc Gluconate Powder USP Grade,Great to get Zinc in a powder.  I put it in my coffee every morning!,5,2023-01-26T18:08:19.000Z,Amy Reed,58155,Zinc Gluconate Powder USP Grade,1eqwkmhcf9qec,lifegivingstore
Awesome,Great product. Quality supplements,5,2023-01-26T03:35:39.000Z,lisa cataro,14085,grass fed beef multi organ mix,1eqwkmhcf9qec,lifegivingstore
,"I only just started taking them today, actually, and I would like some actual testimonies from other users",5,2023-01-26T00:23:56.000Z,Scott Kovach,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Wonderful,This product is really great. Thank you for giving my energy back,5,2023-01-25T00:43:25.000Z,Brooke Schiavi,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
No bull,I feel that the product is helpful. I’m 58 and I’ve been lifting heavier compound weights. I definitely recommend it.,4,2023-01-21T00:11:59.000Z,Andrew James Imken,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Nourished and Balanced,I have used several products from Life Giving Store - I love them!!  I feel they nourish and balance my body.  Thanks so much!!,5,2023-01-16T04:01:11.000Z,Naura Wolfe,14085,grass fed beef multi organ mix,1eqwkmhcf9qec,lifegivingstore
Reversed my poor metabolism,I have used this product for about 16 months she I love it.  It has helped me rebalance my gut and given back my health in so many ways.  I will never be without it.,5,2023-01-15T00:13:22.000Z,Stephanie Ronen,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
One of the best supplements on the market,"This is one of the strongest supplements on the market, from mood to cognition, this is a must have for me",5,2023-01-11T15:22:28.000Z,Ian Bodaken,10250,grass fed beef brain,1eqwkmhcf9qec,lifegivingstore
Magic Bacon Bits,Extremely potent. Glad I made this purchase,5,2023-01-09T00:14:50.000Z,Gabriel Bloking,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Exactly what I needed,"I realised I needed a thyroid supplement, after years of declining health. I wanted to find an NDT supplement rather than go the synthetic route. However, most NDTs on the market are terrible - loaded with fillers and unreliably sourced. I read good things about this company and trusted the reviews. It's been a few months and so far, it's going great. I've adjusted perfectly, and sitting pretty on 1 grain a day. I recently tried going up to 1.5 grains and reacted badly, but maybe 1 grain is enough. My longstanding POTS has been healing to the point where it no longer meets the definition of POTS. This alone is huge, as it was debilitating at its worst. I suspect I'll be a long term user of this product!",5,2023-01-08T01:12:45.000Z,Jeremy Bartlett,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
"Reliable Service, Excellent Product Quality",My initial order never arrived and they sent out a new order promptly. The Vitamin C was powdery and packed in an airtight bag. The Life Giving Store seems like a reputable vendor.,5,2023-01-06T01:38:26.000Z,Fred Siegel,10142,vitamin c quali c by dsm,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid---Top Shelf,5,2023-01-05T01:54:31.000Z,Debra Fernandez,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Best quality thyroid,I’ve taken many thyroid supplements over the last 9 years and this Grass Fed Beef Thyroid is absolutely the best!,5,2023-01-05T00:10:40.000Z,Melissa Craig,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Not sure yet. ..,"During a very stressful time in life, it's hard to know it this Colostrum is helping or not. I will keep using it and see if my nerves settle down and I sleep better and energy improves. Hoping for the best!",4,2022-12-28T02:35:43.000Z,Vicki,17578,grass fed colostrum,1eqwkmhcf9qec,lifegivingstore
"So far, so good!","Lovely light. I’ve had it for about a month, and I’ve used it maybe 5 times, and it works well so far. The cord that came with it is a little short, so I can’t comfortably hang it over my bed canopy. But I’ve just been plugging it in and using it as a hand held light shining it over various parts of my face. Can’t say whether it’s made a difference yet, but it appears to be the high quality product that was promised. Thank you!",5,2022-12-28T01:19:50.000Z,Alisa ,10115,deep red 670nm handheld device lgs7,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Bull Testicle Supplement - Orchidic,5,2022-12-28T01:05:57.000Z,Jacob Miller,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
A Must Have - Instant Effects,I am very happy with this product and several others. The effects are instant and felt. I highly recommend this product (and many others).,5,2022-12-28T00:41:33.000Z,Gregory Taper,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Works as advertised,"I'd recommend these to anyone looking to increase their T-levels. It's a noticables difference, especially with sex drive.",5,2022-12-25T02:28:46.000Z,Sampson M,10230,grass fed beef bull testicle supplement,1eqwkmhcf9qec,lifegivingstore
Lactoferrin,Excellent product!,5,2022-12-25T02:21:06.000Z,Gwen Shackleton,25216,grass fed lactoferrin,1eqwkmhcf9qec,lifegivingstore
Way better!!!,I have been using the B5 from you guys it dissolves perfect in water. The other I was using doesn't come close!,5,2022-12-23T01:41:04.000Z,RENE FARACI,10242,vitamin b5 pantothenic acid powder usp grade,1eqwkmhcf9qec,lifegivingstore
The best vitamin C,It dissolves easily in water and is pure and non-GMO.,5,2022-12-21T20:19:04.000Z,Mari DeClements,10142,vitamin c quali c by dsm,1eqwkmhcf9qec,lifegivingstore
A bit of the tidbits,"Been enjoying these Beef Multi Organ Mix capsules, me and another are taking them daily and have had no ill effects. Neither of us eats organ meats as a meal, so thinking we are getting the benefit of some of the subtle nutrients found in the different parts. Just ordered 3rd bottle.",5,2022-12-21T07:02:03.000Z,Laura Laura Kimball,14085,grass fed beef multi organ mix,1eqwkmhcf9qec,lifegivingstore
Prostrate glandular,"I love glandulars , it is a natural supplement, healing like with like. .",5,2022-12-15T00:46:46.000Z,john brink,10234,grass fed beef prostate glandular,1eqwkmhcf9qec,lifegivingstore
Love this supplement,I will buy this for life!,5,2022-12-14T03:54:00.000Z,Patricia Self,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Quality Product,"The picture made it appear to be larger than the package actually is, but it’s still a good amount of glycine within. Double packaging helps to keep the light out and the contents fresh. I add it to my energy drinks, which makes them fizz up, but doesn’t affect the taste in a bad way since the glycine is sweet.",5,2022-12-08T09:25:13.000Z,Shaun G.,10268,glycine powder usp grade,1eqwkmhcf9qec,lifegivingstore
Recommended,"Wonderful product! Definitely noticing a difference-my body, stress and energy levels feel better! The taste is… but I don’t mind. Excited to see what the long run of using this product will bring! FYI: The product is nicely packaged and ships fast.",5,2022-12-07T01:29:46.000Z,Carrie Menkhaus,18421,nano soma,1eqwkmhcf9qec,lifegivingstore
Too soon to tell,"I've been taking it for almost a month.  I think it is still too soon to tell.  I'm energetic, but then again I always am.  I think my libido has gone up a little.  It is just too soon to tell.",5,2022-12-02T05:05:10.000Z,David Lee,10230,Grass Fed Beef Bull Testicle Supplement - Orchidic,1eqwkmhcf9qec,lifegivingstore
Great desiccated thyroid supplement,"So happy to have a true, all-natural thyroid supplement. I love that there are no fillers added. I feel like I can't trust what's really in the prescription desiccated thyroid any longer & feel blessed to have been told about this one!",5,2022-12-02T02:49:31.000Z,April Waitzel,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Great Product,I am absolutely satisfied with this product. I would highly recommend it.,5,2022-12-02T00:03:59.000Z,Syed Ali,10250,Grass Fed Beef Brain,1eqwkmhcf9qec,lifegivingstore
Glandulars,"I recently purchased your complete line of glandular, and love them.  The idea of ‘like with like’ in healing is a great idea. I am also looking at your complete line of products and will be trying other items.  Thankyou",5,2022-11-30T00:22:12.000Z,john brink,14085,Grass Fed Beef Multi Organ Mix,1eqwkmhcf9qec,lifegivingstore
Grass fed beef thyroid,Too potent in even small amounts for me. The t3 effect within a couple of hours was uncomfortable to say the least. Good service otherwise.,3,2022-11-27T00:20:04.000Z,Barry Brennan,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Worth the money,I bought it for hypothalamus and pituitary health. I read that extracts of them helps in regulating thyroid and other hormones. I have trouble in concentrating and some memory issues. So I started taking it. I used this supplement for just month now. I can't say if it has any effect on me. I don't feel any difference as of now. The only difference I noticed is that my sleeping pattern changed. I can sleep deeply without waking up in middle. After I wake up I don't feel sleepy at anytime during the day which I usually get. Anyway it is too early to see any changes in memory and concentration. I will keep continuing it for some more months and update my experience. The only drawback I see with this supplement is the hard gelatin cover which I find sometimes struck in my chest and i need to drink more water to keep it down. Otherwise I didn't get any negative side effects or anything. I started directly with recommended 4 capsules split into two times a day and didn't get any reaction. Overall it is great but i need to use it consistently to see good results.,4,2022-11-26T01:42:20.000Z,Vijay sundar Jeyaraj,10250,Grass Fed Beef Brain,1eqwkmhcf9qec,lifegivingstore
Grass Fed Beef Heart,"I have found glandulars and peptides to be the best at repairing glands, endocrine glands, etc.  they are the future of medicine.  Great product, thankyou",5,2022-11-25T01:19:26.000Z,john brink,10246,Grass Fed Beef Heart,1eqwkmhcf9qec,lifegivingstore
Happiest my thyroid has been in 20 years!,I've been dealing with thyroid issues for about 20 years. This took some tinkering but my thyroid levels are so well balanced and remaining so stable that my ND is suggesting this product to other patients now!,5,2022-11-23T18:55:36.000Z,Amanda Osenga,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
,Good stuff !,5,2022-11-23T00:42:13.000Z,AMBER Coker,16524,Grass Fed Gallbladder &amp; Ox Bile,1eqwkmhcf9qec,lifegivingstore
B1,"Excellent supplement 
Very good service - happy and grateful with this company",5,2022-11-21T01:08:33.000Z,Tatiana Repnikova,25225,Vitamin B1 Capsules 500mg Thiamine HCl USP Grade,1eqwkmhcf9qec,lifegivingstore
Great product,Thyroid reads never looked so good !!,5,2022-11-17T14:38:55.000Z,Elaine Clements,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Prostate,5,2022-11-15T01:32:56.000Z,Stanley Schleusener,10234,Grass Fed Beef Prostate,1eqwkmhcf9qec,lifegivingstore
more energy/motivation,"Inflammation/swelling at the liver area is reducing slightly. ..
Have more energy/motivation after approx one week . ..
Other subtle improvements. .. will continue to use and slowly increase dosage, as the jump from 120mg to 240mg was too much, doing well at 120mg. Thank you for adding this to your store.",5,2022-11-11T15:03:43.000Z,Tami Noffsinger,25216,Grass-Fed Lactoferrin,1eqwkmhcf9qec,lifegivingstore
Wonderful product,This is a wonderful product and it is really helping me.,5,2022-11-11T13:20:08.000Z,Crystal Wright,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
"Works as well as my prescription, very good value","After the pandemic it became a chore to get my Nature-throid. Sometimes I could get it filled and often times not. I decided to try this desecrated thyroid, and two little scoops equals a grain. This product works wonderfully and it is available. I highly recommend it, great value, easy to take with breakfast. Love it",5,2022-11-10T07:26:11.000Z,Connie H.,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
,Awesome,5,2022-11-10T01:55:28.000Z,Judy Wickline,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Too soon to tell,Too soon to tell.,5,2022-11-07T04:42:06.000Z,Karl Koenig,10234,grass fed beef prostate glandular,1eqwkmhcf9qec,lifegivingstore
Amazing,Very good maybe the best I have ever had,5,2022-11-07T02:18:04.000Z,Daniel Squillace,10372,Cocoa Butter - Organic &amp; Fair Trade Certified,1eqwkmhcf9qec,lifegivingstore
PayPal,Your website is very difficult to navigate and make a payment. You had already excepted my credit card a number of times. This last time I was so frustrated that I just bypassed my credit card to see if PayPal would complete the sale. And I did. It was not necessary at all to use PayPal since my credit card has worked a number of times in the past,4,2022-11-06T23:16:26.000Z,Jack Martin,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Good supplement,"Not sure yet.  Haven’t noticed
Anything substantial as I haven’t been consistent.",4,2022-11-04T14:09:48.000Z,Elaine R.,25216,grass fed lactoferrin,1eqwkmhcf9qec,lifegivingstore
lung glandular,"Love glandulars (organotherapy, like with like) for so many things. I recently had lung damage from covid but have found the lung glandular has helped immensely.",5,2022-11-04T00:10:56.000Z,john brink,10244,grass fed beef lung,1eqwkmhcf9qec,lifegivingstore
Good2weigh,"I find the precision digital Gemini 20 scale very sensitive to minute amounts of powder, easy to read and operate.",5,2022-11-03T03:22:52.000Z,Robert Terry Hughes,10258,Precision Digital Gemini 20 Scale,1eqwkmhcf9qec,lifegivingstore
Great quality,I’ve tried other brands. This is better quality and faster shipping. Felt the effect in my digestive tract much faster.,5,2022-11-02T13:13:10.000Z,John McDowell,25216,Grass-Fed Lactoferrin,1eqwkmhcf9qec,lifegivingstore
Amazing,Better than I anticipated,5,2022-11-02T03:08:43.000Z,Daniel Squillace,10387,cocoa powder dutched organic certified,1eqwkmhcf9qec,lifegivingstore
Excellent Quality and Value,My immune system seems more robust while taking LGS Lactoferrin. I’m around a lot of sickness and this is the first Autumn season in memory that I haven’t caught the typical illnesses going around. I’ve been taking this brand for 35 days and plan to stay on it though the winter. Besides the immune system benefits it also seems to have improved my gut health/functioning. The benefits also seem to be increasing with time.,5,2022-11-01T08:53:04.000Z,Melissa Craig,25216,Grass-Fed Lactoferrin,1eqwkmhcf9qec,lifegivingstore
nice lil’ scale,"Has been helpful in weighing uniform amounts of the supplements. There is quite a bit a variation when just scooping, especially since I don’t really know what a certain amount looks like. Can see myself using the scoop alone over time, but I really like using the scale presently.",5,2022-11-01T00:14:17.000Z,Laura Laura Kimball,10258,Precision Digital Gemini 20 Scale,1eqwkmhcf9qec,lifegivingstore
Very good product.,I have been taking GFB Thyroid for 3 weeks and it is working just as well as my previous NDT. I was expecting a powder and have had to adjust to the texture of the thyroid. I put it under my tongue and the taste is pungent but tolerable. I am very glad to have found a NDT that has no fillers. Thank you.,5,2022-10-29T12:33:27.000Z,Sharon Butz,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
"Just good, not great","Packaging is good with no huge tub that is only a quarter full. Would be nice to include a small scoop…I am using the one that came with a competitor’s brand from Amazon in said tub that was only a quarter full. And the worst thing about this brand from Life Giving Store is that it doesn't dissolve well in water. The other brand I mentioned above does that very well. The LGS brand just settles straight to the bottom and requires vigorous stirring or shaking to finally dissolve. Pretty disappointing for such an expensive product. And I now have two full bags of it I've got to use up. In order for me to buy again from LGS, I'd like to see the dissolve factor worked on and improved. .. the competitor has you beat on this one and it's an important factor. Also, the LGS is much tarter than the Amazon competitor but that's not a big deal. Thanks.",4,2022-10-29T02:27:28.000Z,jody el,10142,Vitamin C Powder- Quali-C by DSM,1eqwkmhcf9qec,lifegivingstore
1st class,She felt too warm soon after beginning to take it. May have to cut it with some other powder to be able to measure the doses more accurately.,5,2022-10-24T10:18:09.000Z,Borut Lovrecic,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
Delivered fast,"This is a great product. I have a histamine intolerance, so unfortunately I can’t use it.",5,2022-10-24T02:14:23.000Z,Laura A,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
,Nano Soma,5,2022-10-22T16:48:02.000Z,Gayle Stewart,18421,nano soma,1eqwkmhcf9qec,lifegivingstore
Potent,I switched to this brand about a month ago.  It works better than any other thyroid supplement or medication I have used in the past.  It is very potent so had to make my dose smaller.,5,2022-10-21T00:10:48.000Z,Theresa Sauter,10210,grass fed beef thyroid natural desiccated thyroid ndt,1eqwkmhcf9qec,lifegivingstore
Happy customer,"Seems to work, my energy stamina and strength have definitely improved and I feel younger. Will return as a customer",5,2022-10-19T16:35:14.000Z,Johnathan Simmons,10230,Grass Fed Beef Bull Testicle Supplement - Orchidic,1eqwkmhcf9qec,lifegivingstore
"Shampoo bar, Long lasting, cleans hair, no ingredients you can’t pronounce!","Decided to try this, shampoo like many items is getting expensive and had to find, not to mention the toxic ingredients in commercial brands. This bar is lightly scented, long lasting, makes wonderful lather. It cleans well and a vinegar rinse is all I add to the routine.",5,2022-10-15T16:22:29.000Z,Connie H.,10282,Shampoo &amp; Body Bar - Basic,1eqwkmhcf9qec,lifegivingstore
Great lil’ scoops are a bargain!,"These little scoops are super helpful for working with powders and loose stuff. I actually got the little digital scale to be more precise with amounts of some things, but the scoops make dealing with the substances very simple. Excellent value too!",5,2022-10-14T17:48:33.000Z,Laura Laura Kimball,10320,.15 CC Scoop,1eqwkmhcf9qec,lifegivingstore
Always dependable,"1st class.
Dependable!
Been a long time, should've done it again earlier.
will be a mainstay.",5,2022-10-08T00:30:31.000Z,Karl VanArsdale,10250,Grass Fed Beef Brain,1eqwkmhcf9qec,lifegivingstore
Nice soap holder,Works well and looks nice in the shower!,5,2022-10-02T01:17:33.000Z,Karen,10224,Wood Soap Holder,1eqwkmhcf9qec,lifegivingstore
Best natural supplement,"It works so well. I started to feel better, energy returned and all my hypothyroid symptoms has subsided and am feeling like my old self after using it for 6 weeks",5,2022-09-28T02:51:50.000Z,ChiChi,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,5,2022-09-28T00:34:42.000Z,Kim Jedlicki-Guy,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
best. Awesome.,best,5,2022-09-25T00:57:20.000Z,maurice sherman,10250,Grass Fed Beef Brain,1eqwkmhcf9qec,lifegivingstore
Game Changer,This magnesium hydroxide is exactly what I needed in my life. I recommend mixing 2 servings per 1L & shaking for 5 min. Tastes funny so I recommend serving with a little grapefruit juice over ice.,5,2022-09-19T21:35:24.000Z,Collins Kudar,10215,magnesium hydroxide powder usp grade,1eqwkmhcf9qec,lifegivingstore
5 Stars,I’ve been purchasing for several years now and feel far better with my hypothyroidism than I ever did on synthetic medication. I also appreciate the price and promptness of ordering from Life Giving Store.,5,2022-09-19T03:32:42.000Z,PAULA CROSS,10210,Grass Fed Beef Thyroid - Natural Desiccated Thyroid Supplement - NDT,1eqwkmhcf9qec,lifegivingstore
