review_title,review_text,rating,review_date,reviewer_name,product_id,product_name,WSID,Store name
Amazing Service,Very happy with swift ink’s products and service. Huge Savings in my ink purchases over the last three years!,5,2021-06-03T00:55:24.000Z,Christine Carson,6366,Remanufactured Epson 410XL 12-Set Ink Cartridges: 4 Black & 2 each of Photo Black / Cyan / Magenta / Yellow,1gm0fkmh7pht712,swiftink
,"The Ink deliveries are always right and on time! The product is great! 
I have used  Swiftink for years!",5,2021-06-02T14:26:58.000Z,Lynn Bruno,6306,Remanufactured Epson 288XL (T288XL420) High Yield Yellow Ink Cartridge,1gm0fkmh7pht713,swiftink
Great ink cartridges,Work great and much better priced than the originals. I’ve been using them for years with no problems.,5,2021-06-02T14:03:52.000Z,Anthony Thackray,6362,Remanufactured Epson T410XL420 410XL High Yield Yellow Ink Cartridge,1gm0fkmh7pht714,swiftink
,Very fast shipping & great prices!,5,2021-06-02T10:19:03.000Z,Sally Geldard-Hewes,2533,Compatible Canon Set of 12 High Yield Ink Cartridges: 4 PGI-270XL Pigment Black & 2 each of CLI-271XL Black / Cyan / Magenta / Yellow,1gm0fkmh7pht715,swiftink
Love working with Swift Ink!,"The cartridges are cheaper and work every bit as good as the name brand.  I had trouble getting them to work, but they were quick to offer a hand and get me straightened around.  Best customer service ever.  Been a customer for years now and don't ever see myself going anywhere else for my printer ink.",5,2021-06-02T01:02:20.000Z,Terri Eagan,5479,Remanufactured Replacement 64XL High Yield Black Ink Cartridge for HP N9J92AN,1gm0fkmh7pht716,swiftink
,Very good quality and service.,5,2021-06-02T00:14:51.000Z,Porter Dunnaway,5485,Remanufactured Replacement N9K04AN Black Ink Cartridge for HP 65XL,1gm0fkmh7pht717,swiftink
Ink Cartridge,Cartridges worked as expected.,5,2021-06-01T15:43:11.000Z,Christopher Smith,6282,Remanufactured Epson 273XL 5-Set Ink Cartridges: 1 each of Black / Photo Black / Cyan / Magenta / Yellow,1gm0fkmh7pht718,swiftink
Pleased,We are very pleased that these cartridges now come with the chip.,4,2021-06-01T14:16:52.000Z,Sherry R.,3883,"Compatible Canon 055H (Black, Cyan, Magenta, Yellow) Set of 4 High Yield Toners with Chip",1gm0fkmh7pht719,swiftink
,Compatible Brother LC75BK High Yield Black Ink Cartridge,5,2021-06-01T13:40:44.000Z,Benjamin Weldon,5337,Compatible Brother LC75BK High Yield Black Ink Cartridge,1gm0fkmh7pht720,swiftink
Excellent product; no problems,Excellent product.  Never had a problem with print heads or printing with 2-1/2 years of heavy office use.,5,2021-06-01T13:30:57.000Z,Eric Bregman,6260,Remanufactured Epson 252XL High Yield Cyan Ink Cartridge - T252XL220,1gm0fkmh7pht721,swiftink
Love these toner cartridges,These toner cartridges are really great!  The cost is even better. .. .,5,2021-06-01T12:47:03.000Z,Judy A Jones,6825,Compatible Brother TN450 Jumbo Yield Black Laser Toner Cartridge,1gm0fkmh7pht722,swiftink
,Great,5,2021-06-01T02:22:53.000Z,Mary Beth Young,5613,Remanufactured Canon PG-240XL (5206B001) High Yield Black Ink Cartridge,1gm0fkmh7pht723,swiftink
No Fail,"Your products never fail, result in quality printing and are priced competitively.",4,2021-06-01T02:06:29.000Z,Pol Wheelock,5625,Remanufactured Canon PG-245XL and CL-246XL 5-Set High Yield Ink Cartridges: 3 Black and 2 Color,1gm0fkmh7pht724,swiftink
Swift Swift Ink,"Good ink, good prices. Have used it for years. Fast delivery, too.",5,2021-06-01T01:22:01.000Z,Jeff Cook,3887,Remanufactured Hewlett Packard C2P05AN / HP 62XL High Yield Black Ink Cartridge,1gm0fkmh7pht725,swiftink
,Great service,5,2021-05-31T15:02:55.000Z,Jeffrey Diamond,4667,Remanufactued Canon CL-241XL (5208B001) High Yield Color Ink Cartridge,1gm0fkmh7pht726,swiftink
Printed pages look the same,"Whether using HP expensive ink or Swifink reasonably priced ink, what I print looks the same. Thank You.",5,2021-05-31T13:42:17.000Z,Paul Weaver,4871,Remanufactured High Yield Black Pigment-Based Ink Cartridge for CN045AN / HP 950XL,1gm0fkmh7pht727,swiftink
HIghly Satisfied,"Great service from Swift Ink.  I appreciate the lower prices and the
customer service dept.  I have recommended Swift Ink to my friends.",5,2021-05-31T00:19:25.000Z,Richard Sarfin,6587,Remanufactured Epson 702 Ink High Yield Cyan (702XL) - T702XL220,1gm0fkmh7pht728,swiftink
,Replacement ink for office desk printer,5,2021-05-31T00:16:13.000Z,Brenda Kantor,4091,Remanufactured Replacement Tri-Color Ink Cartridge for C9363WN / HP 97,1gm0fkmh7pht729,swiftink
Epson XP-830 ink cartridges received quickly and work without a problem.,SwiftInk cartridges have always worked without a problem on my Epson XP-830. I received the ink cartridges within just a few days. The ink quality is good.,5,2021-05-30T19:47:17.000Z,Richard Brooks,6356,Remanufactured Epson T410XL120 410XL High Yield Photo Black Ink Cartridge,1gm0fkmh7pht730,swiftink
,This is order #2.  First order worked fine so I ordered again.,4,2021-05-30T06:02:12.000Z,John Gieschen,5027,Remanufactured HP 63XL (F6U64AN) High Yield Black Ink Cartridge,1gm0fkmh7pht731,swiftink
Tried other but. .. .. Swift Ink is the best.,"I've have been using Swift for over 10 years and have always been happy with your product.  Your video on how to program my printer to easily accept Swift replacements worked great. Whenever I had a question Mark, at Swift Ink, has always been available and eager to help. Keep up the good work.
Thanks.  Jim Lancaster Mesa, Arizona",5,2021-05-30T03:32:52.000Z,James Lancaster,6581,"4-Pack Compatible HP 902XL High Yield Ink Cartridges: Black, Cyan, Magenta, Yellow",1gm0fkmh7pht732,swiftink
"So far, so good!","It worked great from the start, thanks!",5,2021-05-30T02:27:56.000Z,Twinfeathers,5485,Remanufactured Replacement N9K04AN Black Ink Cartridge for HP 65XL,1gm0fkmh7pht733,swiftink
Swift ink is reliable,Swift ink is reliable Product works perfect great customer service,5,2021-05-29T10:22:02.000Z,Alan Simnowitz,6304,Remanufactured Epson 288XL (T288XL320) High Yield Magenta Ink Cartridge,1gm0fkmh7pht734,swiftink
,Great!,5,2021-05-29T01:51:44.000Z,Richard Lynn,6577,Compatible HP 902XL Black Ink Cartridge High Yield (T6M14AN),1gm0fkmh7pht735,swiftink
Ratings in life.,Nothing in life is totally perfect.,4,2021-05-29T01:45:04.000Z,Barbara Wright,5025,Remanufactured HP 63XL (F6U63AN) High Yield Color Ink Cartridge,1gm0fkmh7pht736,swiftink
service good,unused at this time,5,2021-05-28T15:06:14.000Z,jim s,6252,Remanufactured Epson 220XL (T220XL420) High Yield Yellow Ink Cartridge,1gm0fkmh7pht737,swiftink
,Compatible Hewlett Packard (HP) CD974AN (HP 920XL High Yield Yellow) Ink Cartridge - Shows Accurate Ink Levels,4,2021-05-27T01:42:12.000Z,Jay Block,4275,Compatible Hewlett Packard (HP) CD974AN (HP 920XL High Yield Yellow) Ink Cartridge,1gm0fkmh7pht738,swiftink
,Great price an fast shipping,5,2021-05-26T13:56:14.000Z,Edward Guilford,4667,Remanufactued Canon CL-241XL (5208B001) High Yield Color Ink Cartridge,1gm0fkmh7pht739,swiftink
,"I have not yet used it, but have always been pleased in the past.",5,2021-05-26T01:58:00.000Z,Peggy Wright,6354,Remanufactured Epson T410XL020 410XL High Yield Black Ink Cartridge,1gm0fkmh7pht740,swiftink
ALWAYS GREAT QUALITY,I've been buying Swift cartridges for several years now. .. ALWAYS GREt!,5,2021-05-26T00:33:31.000Z,Michael Somers,6360,Remanufactured Epson T410XL320 410XL High Yield Magenta Ink Cartridge,1gm0fkmh7pht741,swiftink
,"like it very much, Thank you.",5,2021-05-26T00:15:42.000Z,Owl Johnson,4669,Remanufactured Canon CL-246XL Color Ink Cartridge - 8280B001AA,1gm0fkmh7pht742,swiftink
,Supplier of quality products,5,2021-05-26T00:12:02.000Z,Jerry Mulinex,6258,Remanufactured Epson 252XL High Yield Black Ink Cartridge - T252XL120,1gm0fkmh7pht743,swiftink
"I am very happy with the price, delivery and quality of product","i am a repeat customer, on my recommendation few other folks start ordering.",5,2021-05-25T14:01:17.000Z,kuldip sharma,6266,"Remanufactured Bulk Set of 10 Ink Cartridges for Epson 252XL: 4 Black & 2 each of Cyan, Magenta, Yellow",1gm0fkmh7pht744,swiftink
wonderful,Long time very satisfied customer. Have been using their replacement inks for my Epson R2880 without any issues and at less than half the price of Epson inks! Most recently I mistakenly ordered several matte blacks and they swapped them out at no cost immediately. 100% recommend,5,2021-05-25T12:52:16.000Z,Stephen Bell,6097,Remanufactured Replacement for Epson T096220 (T0962) Cyan Ink Cartridge for the Stylus Photo R2880,1gm0fkmh7pht745,swiftink
,Great service and price was even better than competetors,5,2021-05-24T20:53:54.000Z,Bill Bickford,6354,Remanufactured Epson T410XL020 410XL High Yield Black Ink Cartridge,1gm0fkmh7pht746,swiftink
A small problem with my last order,"When I replaced one black ink cartridge the other day, my printer kept giving me an error message. .. . the printer could not recognize any ink cartridge. That's the first it's happened and I've bought several from Swift. I pulled out both cartridges, wiped off the new one and reinserted them and the printer worked just fine. I was afraid the Remanufactured ones were not going to keep up the usual standards (get sloppy).",4,2021-05-24T19:12:59.000Z,Carol Baird,5617,Remanufactured Canon PG-245XL Black Ink Cartridge - 8278B001AA,1gm0fkmh7pht747,swiftink
Good printer ink at a GREAT PRICE,"I have never been disappointed with the ink I've purchased from swiftink. Their ink cartridges function very well in my Epson printer. I have compared photographs printed with ink purchased from Epson. With my untrained naked eye, I can't tell any difference. A great price for a good product",5,2021-05-24T12:47:07.000Z,David Harris,6296,Remanufactured Epson T277XL620 277XL High Yield Light Magenta Ink Cartridge,1gm0fkmh7pht748,swiftink
,Came promptly & working well,4,2021-05-24T11:54:50.000Z,Stephen Hower,6625,Remanufactured Epson T786XL 5-Set Ink Cartridges: 2 Black & 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht749,swiftink
Excellent product!,"Excellent quality at a low price, perfect combination.",5,2021-05-24T11:13:53.000Z,Charles Burke,6633,Remanufactured Epson 802 Ink High Yield Cyan (802XL) - T802XL220,1gm0fkmh7pht750,swiftink
,One word for swift ink…SWIFTINK!,5,2021-05-24T03:00:45.000Z,Weyman Zelder,4667,Remanufactued Canon CL-241XL (5208B001) High Yield Color Ink Cartridge,1gm0fkmh7pht751,swiftink
,Remanufactured Epson 802 Ink High Yield Cyan (802XL) - T802XL220,5,2021-05-24T01:48:33.000Z,Vicky Lin,6633,Remanufactured Epson 802 Ink High Yield Cyan (802XL) - T802XL220,1gm0fkmh7pht752,swiftink
remanufactoried ink,if you are tired of HP trying to force you to buying their ink give swiftink a chance. thay have a great product and excellence customer care,5,2021-05-21T23:31:16.000Z,Doris Fitzhenry,5027,Remanufactured HP 63XL (F6U64AN) High Yield Black Ink Cartridge,1gm0fkmh7pht753,swiftink
,Great product. Great company. Customer oriented.,5,2021-05-21T18:27:26.000Z,Richard T Jankowski,6168,Remanufactured Replacement for Epson T127120 (T1271) Extra High Capacity Black Ink Cartridge,1gm0fkmh7pht754,swiftink
,Remanufactured Replacement 64XL High Yield Black Ink Cartridge for HP N9J92AN,5,2021-05-21T14:39:21.000Z,James Rosser,5479,Remanufactured Replacement 64XL High Yield Black Ink Cartridge for HP N9J92AN,1gm0fkmh7pht755,swiftink
HP 701 cartridge works great!,"I need this cartridge for my fax machine, but it was discontinued.  The trick with compatible cartridges is to tell the device that it is an OLD cartridge.",5,2021-05-20T10:33:22.000Z,Laurie Ritchie,4257,"Compatible HP 701 Compatible Black Ink Cartridge (CC635A) for FAX 640, 650, 2140",1gm0fkmh7pht756,swiftink
Epson 702 Ink,"I have been using the Swiftink Epson 702 ink since I purchased my printer severl years ago and have had nothing but good things to say about the quality of both the ink and their service. 
  Dave S",5,2021-05-19T18:19:57.000Z,David Styles,6591,Remanufactured Epson 702 Ink High Yield Yellow (702XL) - T702XL420,1gm0fkmh7pht757,swiftink
Happy Customer,"Product is very good, Swift Ink has an excellent service.
I recommend the 100%.",5,2021-05-19T12:00:05.000Z,Joseph Nakashian,6571,Compatible HP 902XL Cyan Ink Cartridge High Yield (T6M02AN),1gm0fkmh7pht758,swiftink
GREAT SERVICE!!!!!!!!!!!!!!!!,UNBELIEVABLE SERVICE AND WELL RUN COMPANY,5,2021-05-19T02:26:10.000Z,Richard Corley,4881,Remanufactured High Yield Yellow Ink Cartridge for CN048AN / HP 951XL,1gm0fkmh7pht759,swiftink
,"Compatible Xerox AltaLink C8030 / C8035 / C8045 / C8055 / C8070 Black Toner Cartridge (26,000 Pages)",5,2021-05-19T00:09:31.000Z,Belle Nishimura,2501,"Compatible Xerox AltaLink C8030 / C8035 / C8045 / C8055 / C8070 Black Toner Cartridge (26,000 Pages)",1gm0fkmh7pht760,swiftink
AWESOME,I have NO complaints with the products and services from SWIFT INK. I HIGHLY recommend them to ANYONE;,5,2021-05-18T18:24:24.000Z,Charles Cadogan Sr.,5025,Remanufactured HP 63XL (F6U63AN) High Yield Color Ink Cartridge,1gm0fkmh7pht761,swiftink
Customer Service,I sincerely appreciate the courteous and prompt service.,5,2021-05-18T16:16:28.000Z,Virginia Lemmons,5321,Compatible Brother LC61C Cyan Ink Cartridge,1gm0fkmh7pht762,swiftink
,(A) + for Swift Ink,5,2021-05-18T02:42:19.000Z,Ausencio Perez,6585,Remanufactured Epson 702 Ink High Yield Black (702XL) - T702XL120,1gm0fkmh7pht763,swiftink
Ink cartridges,"Always happy with my cartridges. Service and quality, excellent! Return customer.",5,2021-05-18T01:04:23.000Z,Kathleen Timmermeyer,55676,Compatible HP 414A Toner Cartridge 4-Piece Combo Pack,1gm0fkmh7pht764,swiftink
,Excellent value! Great service.,5,2021-05-18T00:32:38.000Z,Delos Knight,5413,Compatible High Yield Black Laser Toner Cartridge to Replace Samsung MLT-D105L,1gm0fkmh7pht765,swiftink
Great price,So happy to have found this website. My local office supply store has this toner for $90/box. Thank you for offering quality toner at an affordable price!,5,2021-05-18T00:24:44.000Z,Christina Pham,6751,Compatible Brother TN227M Magenta Laser Toner Cartridge,1gm0fkmh7pht766,swiftink
,My color cartridge is only printing out in pink? Having someone looking into why,5,2021-05-17T15:00:10.000Z,James Flannery,4661,Remanufactured Hewlett Packard CH564WN / HP 61XL High Yield Color Ink Cartridge,1gm0fkmh7pht767,swiftink
Great company & products,"Very satisfied. Had a problem with one cartridge & they replaced it immediately 

 Thank you",5,2021-05-17T14:38:05.000Z,Josephine Castronuovo,4661,Remanufactured Hewlett Packard CH564WN / HP 61XL High Yield Color Ink Cartridge,1gm0fkmh7pht768,swiftink
Excellent ink,Using this co for years. good quality fast shippingg,5,2021-05-17T12:36:11.000Z,John Holzer,6216,Remanufactured Epson 200XL High Yield Magenta Ink Cartridge,1gm0fkmh7pht769,swiftink
,Remanufactured HP 63XL (F6U64AN) High Yield Black Ink Cartridge,5,2021-05-17T10:41:21.000Z,Michael Trautmann,5027,Remanufactured HP 63XL (F6U64AN) High Yield Black Ink Cartridge,1gm0fkmh7pht770,swiftink
Haven't used it yet.,"I bought this ink for a new printer, and I have not used it yet",5,2021-05-17T02:10:10.000Z,Eugene Davenport,3733,Compatible Canon 8050B001 (PGI-255XXL) Extra High Yield Black Ink Cartridge,1gm0fkmh7pht771,swiftink
Thumbs up!,Works just fine.,5,2021-05-17T00:58:17.000Z,Thomas Neuschaefer,4257,"Compatible HP 701 Compatible Black Ink Cartridge (CC635A) for FAX 640, 650, 2140",1gm0fkmh7pht772,swiftink
Mixed,"The color cartridge that I just received has been great.  The one you sent me before this almost immediately ran out, and the color copies were only pink and yellow.",4,2021-05-17T00:12:44.000Z,Katharine Hildebrandt,4017,Remanufactured Replacement Black Ink Cartridge for C6615DN / HP 15,1gm0fkmh7pht773,swiftink
,Always High quality with reasonable prices.,5,2021-05-16T11:53:51.000Z,Coleen Herczak,6158,Remanufactured Replacement for Epson T126120 (T1261) Black Ink Cartridge,1gm0fkmh7pht774,swiftink
Remanufactured Replacement for Epson T078 12-Set,Great as always. .. Swift Ink is the only place I buy ink. ..,5,2021-05-16T10:40:08.000Z,Douglas Elson,6047,Remanufactured Replacement for Epson T078 12-Set Ink Cartridges: 2 each of Black / Cyan / Magenta / Yellow / Light Cyan / Light Magenta,1gm0fkmh7pht775,swiftink
So far so good,These work in my printer. Other brands I have tried don't always seem to work.,5,2021-05-15T18:05:41.000Z,Mark Wyatt,5017,"Compatible Replacement 4-Set High Yield Ink Cartridges for HP 972X: 1 Black, Cyan, Magenta, Yellow",1gm0fkmh7pht776,swiftink
Good work,I have been ordering from them for about two years haven’t had no problem. The packages come pretty quickly the price is good to.,5,2021-05-15T02:24:04.000Z,Chandra B.,4667,Remanufactued Canon CL-241XL (5208B001) High Yield Color Ink Cartridge,1gm0fkmh7pht777,swiftink
Great customer service,Mike swiftly processed and shipped my order. Swift Ink has been supply my cartridges for years. Never had a problem.,5,2021-05-15T01:10:02.000Z,Roger Sundling,6619,Remanufactured Epson 786XL (T786XL220) Cyan Ink Cartridge,1gm0fkmh7pht778,swiftink
5,Works great great price,5,2021-05-15T00:09:01.000Z,Jon Bastian,6260,Remanufactured Epson 252XL High Yield Cyan Ink Cartridge - T252XL220,1gm0fkmh7pht779,swiftink
Very pleased,I have ordered from this company a couple of times and have always been pleased with their product.  I will purchase from them again when I need more ink.,5,2021-05-14T12:44:20.000Z,Jackie Luther,5615,Remanufactured Canon PG-240XXL (5204B001) Extra High Yield Black Ink Cartridge,1gm0fkmh7pht780,swiftink
Great ink and great service,I give them 5 stars!,5,2021-05-13T23:19:09.000Z,Mark Schurman,5617,Remanufactured Canon PG-245XL Black Ink Cartridge - 8278B001AA,1gm0fkmh7pht781,swiftink
,Your the BEST,5,2021-05-13T00:34:53.000Z,Rita Hughes,3891,Remanufactured Hewlett Packard C2P07AN / HP 62XL High Yield Color Ink Cartridge,1gm0fkmh7pht782,swiftink
Grea product and service,Have used swiftink for years and products are great and customer service is excellent.,5,2021-05-12T23:49:10.000Z,Sharon,4665,Remanufactured Canon CL-211XL High Yield Color Ink Cartridge,1gm0fkmh7pht783,swiftink
Satisified,just what i needed!!!,5,2021-05-11T18:30:54.000Z,Joaquin Mercado,4083,Remanufactured Replacement Tri-Color Ink Cartridge for C9352AN / HP 22XL,1gm0fkmh7pht784,swiftink
,"As always, great service & product!",5,2021-05-11T15:24:31.000Z,Mark Coleman,4927,Remanufactured Replacement CZ132A Yellow Ink Cartridge for HP 711,1gm0fkmh7pht785,swiftink
"Great ink, great price","Easy ordering, quick delivery",5,2021-05-11T00:54:51.000Z,Amara Rothchild,5479,Remanufactured Replacement 64XL High Yield Black Ink Cartridge for HP N9J92AN,1gm0fkmh7pht786,swiftink
ink order for epson ep-800 printer.,"free shipping and got it ahead of time ,works great very satisfied.",5,2021-05-10T17:21:29.000Z,John Spadafino,6276,Remanufactured Epson T273XL220 273XL High Yield Cyan Ink Cartridge,1gm0fkmh7pht787,swiftink
DID NOT HAVE A CHNCE TO USE IT,DID NOT HAVE A CHANCE OT USE IT YET,5,2021-05-10T13:11:14.000Z,Martin Kay,6250,Remanufactured Epson 220XL (T220XL320) High Yield Magenta Ink Cartridge,1gm0fkmh7pht788,swiftink
Good price,I have bought ink from Swift ink several times. Very happy with the price.,5,2021-05-10T10:56:21.000Z,Susan C,6635,Remanufactured Epson 802 Ink High Yield Magenta (802XL) - T802XL320,1gm0fkmh7pht789,swiftink
LC61 Ink,"Outstanding value.  Excellent quality, fast delivery, effortless ordering.  Thanks SwiftInk!",5,2021-05-10T10:45:59.000Z,Ralph Wesner,5323,Compatible Brother LC61 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht790,swiftink
Printer ink,That is all I use. Swift Ink Remanufactured. I have used theirs for over 10 years.,5,2021-05-10T01:15:49.000Z,Thomas McCarthy,6176,Remanufactured Replacement for Epson T127 10-Set Ink Cartridges: 4 Black & 2 each of Cyan / Magenta / Yellow,1gm0fkmh7pht791,swiftink
outstanding,"could not desire a more clearer toner
did the job",5,2021-05-10T00:06:30.000Z,Claude Reece,4455,"Compatible for HP CF217A (HP 17A) Black Toner Cartridge (1,600 Page Yield)",1gm0fkmh7pht792,swiftink
Best,Always well satisfied with product and service.,5,2021-05-08T15:44:34.000Z,Weyman Zelder,5231,Compatible Brother LC3013 / LC3011 High-Yield 5-Set Ink Cartridges: 2 Black and 1 each of Cyan / Magenta / Yellow,1gm0fkmh7pht793,swiftink
,"Remanufactured Bulk Set of 10 Ink Cartridges for Epson 252XL: 4 Black & 2 each of Cyan, Magenta, Yellow",5,2021-05-08T00:24:20.000Z,Spencer Wood,6266,"Remanufactured Bulk Set of 10 Ink Cartridges for Epson 252XL: 4 Black & 2 each of Cyan, Magenta, Yellow",1gm0fkmh7pht794,swiftink
,I haven't put it in yet.,5,2021-05-07T15:48:34.000Z,James Courtney,117348,Remanufactured Ink for HP 67XL Black (3YM57AN) High Yield Cartridge,1gm0fkmh7pht795,swiftink
,"Always a pleasure doing business with you.  Orders get submitted and sent out and if I ever have any issues, you respond to my inquiries promptly and resolve them.  Find the product to be very good at an affordable price.  Always my go-to for my printer cartridges.",5,2021-05-07T13:20:06.000Z,Karen Devlin,3887,Remanufactured Hewlett Packard C2P05AN / HP 62XL High Yield Black Ink Cartridge,1gm0fkmh7pht796,swiftink
Working Great!,This is my 2nd time purchasing the 5 pack of color/b&w ink for my Canon MX492. I pop them in and keep printing! Customer service is quick with their responses and fixed my issue immediately. Also shipping is super fast and I didn't realize it was already in my mailbox when I went to go look to see if there was a tracking number.,5,2021-05-06T19:58:18.000Z,Lauren E.,5625,Remanufactured Canon PG-245XL and CL-246XL 5-Set High Yield Ink Cartridges: 3 Black and 2 Color,1gm0fkmh7pht797,swiftink
"Perfect Quality, Great Price","I was skeptical. I usually am about remanufactured items, but I thought to take a chance since I am working from home full time now. Flawless process and great delivery. I do like the combination of 3 and 2 - makes a lot of sense. Will purchase again from SwiftInk!",5,2021-05-06T15:49:09.000Z,Cedric Crucke,3889,Remanufactured Replacement Set of 5 - 3 Black & 2 Color Ink Cartridges for HP 62XL,1gm0fkmh7pht798,swiftink
Did not fit well but Swift made it right. ,The drum units fit into the printer was off. Drum did not slide correctly into printer. The printer made noise when printing and I occasionally had paper jam where before I never did. I let Swift know the problem and they quickly sent me a replacement drum. Quick delivery and great prices make it worth the current aggravation.  ,5,2021-05-06T10:33:02.000Z,Mark McCabe,4985,Compatible DR630 Laser Drum Unit for Brother,1gm0fkmh7pht799,swiftink
1st time ordered - will order again!,The cartridges came quickly or should I say swiftly?  Working very well and I will be ordering again. ..,5,2021-05-06T01:44:39.000Z,Karen R Klapatch,3887,Remanufactured Hewlett Packard C2P05AN / HP 62XL High Yield Black Ink Cartridge,1gm0fkmh7pht800,swiftink
,Unrated = no opportunity/need to change cartridge yet.,5,2021-05-06T01:15:04.000Z,Delma Lister,4667,Remanufactued Canon CL-241XL (5208B001) High Yield Color Ink Cartridge,1gm0fkmh7pht801,swiftink
I’m Glad That Someone Told Me About Swift Ink,I like the XL capacity cartridges from Swift Ink. We save a lot of money and I like the Customer Support that they give. I’m sold.,5,2021-05-06T00:09:35.000Z,Rodney Jones,4665,Remanufactured Canon CL-211XL High Yield Color Ink Cartridge,1gm0fkmh7pht802,swiftink
Great quality!!,Thank you so much we’ve been looking for a budget Friendly but great quality toner and now we found it with Swiftink thank you for helping out small business thrive !,5,2021-05-05T19:56:25.000Z,rebecca kadlez,6745,Compatible Brother TN227 Set of 4 (BK/C/M/Y) Laser Toner Cartridges,1gm0fkmh7pht803,swiftink
,Compatible Replacement High Yield Black Ink Cartridge for F6U19AN / HP 952XL,5,2021-05-05T01:56:53.000Z,jansen stamps,5019,Compatible Replacement High Yield Black Ink Cartridge for F6U19AN / HP 952XL,1gm0fkmh7pht804,swiftink
Do not know yet,Hope they work. Have gotten them before and have loved them. I recommend to everyone.,5,2021-05-04T17:28:33.000Z,Lloyd Applegate,6354,Remanufactured Epson T410XL020 410XL High Yield Black Ink Cartridge,1gm0fkmh7pht805,swiftink
Outstanding!,Ink toners last and last and last and. .. .  Shipping is extra speedy!  Highly recommend for best prices and shipping.,5,2021-05-04T16:27:14.000Z,Jan B.,6358,Remanufactured Epson T410XL220 410XL High Yield Cyan Ink Cartridge,1gm0fkmh7pht806,swiftink
Love these guys,"They have saved me many hundreds of dollars on  Epson printer cartridges.  They refuse to let Epson monopolize the cartridge market for their printers. Having bought from Swift Ink for years, I have nothing but good to say about them.",5,2021-05-04T16:25:48.000Z,Bill Paradis,6637,Remanufactured Epson 802 Ink High Yield Yellow (802XL) - T802XL420,1gm0fkmh7pht807,swiftink
Works just like the name brand!,"What a steal! I won't buy ink anywhere else now. Great size, delivered on time, works just a good as the name brand.",5,2021-05-04T15:39:09.000Z,Jenna Kirkpatrick,4259,Remanufactured Replacement High Yield Black Ink Cartridge for CC641WN / HP 60XL,1gm0fkmh7pht808,swiftink
Excellent value and customer service,Re-manufactured ink cartridge functions as expected. Shipping is very prompt and cost is very competitive.,5,2021-05-04T15:00:19.000Z,James Lavelle Jr,3891,Remanufactured Hewlett Packard C2P07AN / HP 62XL High Yield Color Ink Cartridge,1gm0fkmh7pht809,swiftink
,IT WORKED,5,2021-05-04T14:13:20.000Z,Leslie Handler,4657,Remanufactured Hewlett Packard CH563WN / HP 61XL High Yield Black Ink Cartridge,1gm0fkmh7pht810,swiftink
worked great,will buy again if i don't have any trouble with this one,5,2021-05-04T13:12:57.000Z,Dick Poust,5027,Remanufactured HP 63XL (F6U64AN) High Yield Black Ink Cartridge,1gm0fkmh7pht811,swiftink
Remanufactured HP ink Cartridges,Have not installed them yet. Can't give current feed back. The ones before worked just fine which is why I bought these. Keep producing quality products and I will continue to buy them.,5,2021-05-04T11:42:56.000Z,David Lessard,5487,Remanufactured Hewlett Packard (HP) HP 65XL 5-Set High Yield Ink Cartridges: 3 Black and 2 Color,1gm0fkmh7pht812,swiftink
Ink,"God price, good service",5,2021-05-04T10:40:55.000Z,Michael Amato,6248,Remanufactured Epson 220XL (T220XL220) High Yield Cyan Ink Cartridge,1gm0fkmh7pht813,swiftink
Price is right!,Delivery on time.,5,2021-05-04T10:12:29.000Z,Joachim Nitz,3889,Remanufactured Replacement Set of 5 - 3 Black & 2 Color Ink Cartridges for HP 62XL,1gm0fkmh7pht814,swiftink
,Remanufactured Hewlett Packard CH563WN / HP 61XL High Yield Black Ink Cartridge,5,2021-05-04T09:41:36.000Z,Donna Raye,4657,Remanufactured Hewlett Packard CH563WN / HP 61XL High Yield Black Ink Cartridge,1gm0fkmh7pht815,swiftink
Swift Ink Excellent Customer Service,"I have purchased ink cartridges from Swift Ink several times. I had a problem with one cartridge. I immediately contacted them and they sent a replacement cartridge at no cost immediately.
I will order from them again in the future. :-)",5,2021-05-04T07:08:48.000Z,Gladys Gallegos,5219,Compatible Brother LC209BK Super High-Yield Black Ink Cartridge,1gm0fkmh7pht816,swiftink
,Remanufactured Epson 410XL 5-Set Ink Cartridges: 1 each of Black / Photo Black / Cyan / Magenta / Yellow,5,2021-05-04T03:59:15.000Z,Gerald Paul,6364,Remanufactured Epson 410XL 5-Set Ink Cartridges: 1 each of Black / Photo Black / Cyan / Magenta / Yellow,1gm0fkmh7pht817,swiftink
Excellent Service -- good quality ink cartridges,"I was using another recond ink cartridges, but had to send several back b/c they either didn't work right off the bat, or I got only a few pages copies and then they stopped printing.  The ink cartridges I got from you all are GREAT.",5,2021-05-04T03:45:27.000Z,Ruth Harrington,5479,Remanufactured Replacement 64XL High Yield Black Ink Cartridge for HP N9J92AN,1gm0fkmh7pht818,swiftink
